raw_text,clean_text,tokens,processed_text,raw_length,clean_length,tokens_count
"Очень сильный фильм, и единтсвенный нормальный для Клода, который в последние годы уступает своей репутацией всем подряд. Очень советую посмотреть этот фильм.",очень сильный фильм и единтсвенный нормальный для клода который в последние годы уступает своей репутацией всем подряд очень советую посмотреть этот фильм,"['очень', 'сильный', 'фильм', 'единтсвенный', 'нормальный', 'клод', 'последний', 'год', 'уступать', 'свой', 'репутация', 'весь', 'подряд', 'очень', 'советовать', 'посмотреть', 'фильм']",очень сильный фильм единтсвенный нормальный клод последний год уступать свой репутация весь подряд очень советовать посмотреть фильм,158,154,17
"Хороший, ДУШЕВНЫЙ фильм, снятый в Ирландии с хорошим составом актеров. Иногда  ошибки из вашего детства - свои и чужие - приводят к очень серьезным последствиям в жизни.

Так где же он - 'пронзающий тьму' - ваш Маяк в жизни?",хороший душевный фильм снятый в ирландии с хорошим составом актеров иногда ошибки из вашего детства свои и чужие приводят к очень серьезным последствиям в жизни так где же он пронзающий тьму ваш маяк в жизни,"['хороший', 'душевный', 'фильм', 'снять', 'ирландия', 'хороший', 'состав', 'актёр', 'ошибка', 'ваш', 'детство', 'свой', 'чужой', 'приводить', 'очень', 'серьёзный', 'последствие', 'жизнь', 'пронзать', 'тьма', 'маяк', 'жизнь']",хороший душевный фильм снять ирландия хороший состав актёр ошибка ваш детство свой чужой приводить очень серьёзный последствие жизнь пронзать тьма маяк жизнь,224,207,22
"Бесхитростная короткометражка, дающая возможность насладиться 'красотами' рельсового полотна и (чуть-чуть) окрестностей.",бесхитростная короткометражка дающая возможность насладиться красотами рельсового полотна и чуть чуть окрестностей,"['бесхитростный', 'короткометражка', 'давать', 'возможность', 'насладиться', 'красота', 'рельсовый', 'полотно', 'окрестность']",бесхитростный короткометражка давать возможность насладиться красота рельсовый полотно окрестность,120,114,9
"Уже начали снимать и гейские комедии с откровенными сценами! Фильм типа первого американского пирога, только на протяжении всего фильма показывают практически одних геев. В общем, кино специфическое, такого раньше не видел, но было больше любопытно, чем интересно.",уже начали снимать и гейские комедии с откровенными сценами фильм типа первого американского пирога только на протяжении всего фильма показывают практически одних геев в общем кино специфическое такого раньше не видел но было больше любопытно чем интересно,"['начать', 'снимать', 'гейский', 'комедия', 'откровенный', 'сцена', 'фильм', 'тип', 'первый', 'американский', 'пирог', 'протяжение', 'фильм', 'показывать', 'практически', 'один', 'гей', 'общий', 'кино', 'специфический', 'такой', 'ранний', 'видеть', 'любопытно', 'интересно']",начать снимать гейский комедия откровенный сцена фильм тип первый американский пирог протяжение фильм показывать практически один гей общий кино специфический такой ранний видеть любопытно интересно,264,256,25
Романтический фильм. Очень хороший. История любви мальчика и порочной девушки.,романтический фильм очень хороший история любви мальчика и порочной девушки,"['романтический', 'фильм', 'очень', 'хороший', 'история', 'любовь', 'мальчик', 'порочный', 'девушка']",романтический фильм очень хороший история любовь мальчик порочный девушка,78,75,9
"Паршивый сиквел с бредовым сюжетом и полным проигрышем относительно первой части, которая и так была не ахти какая. Жаль, но киношную  реализацию замечательной игры TR загубили на корню еще в 2001, когда вышла первая часть…


",паршивый сиквел с бредовым сюжетом и полным проигрышем относительно первой части которая и так была не ахти какая жаль но киношную реализацию замечательной игры tr загубили на корню еще в когда вышла первая часть,"['паршивый', 'сиквел', 'бредовый', 'сюжет', 'полный', 'проигрыш', 'относительно', 'первый', 'часть', 'который', 'ахти', 'жаль', 'киношный', 'реализация', 'замечательный', 'игра', 'tr', 'загубить', 'корень', 'выйти', 'первый', 'часть']",паршивый сиквел бредовый сюжет полный проигрыш относительно первый часть который ахти жаль киношный реализация замечательный игра tr загубить корень выйти первый часть,226,212,22
"Фильм не очень. Начало плохое, сюжет плохой и только игра актёров, и концовка хорошие. Игра актёров понятно, а вот концовка, потому-что режисёр даёт зрителям пофантазировать, что будет дальше. 

",фильм не очень начало плохое сюжет плохой и только игра актёров и концовка хорошие игра актёров понятно а вот концовка потому что режисёр даёт зрителям пофантазировать что будет дальше,"['фильм', 'очень', 'начало', 'плохой', 'сюжет', 'плохой', 'игра', 'актёр', 'концовка', 'хороший', 'игра', 'актёр', 'понятно', 'концовка', 'режисёр', 'давать', 'зритель', 'пофантазировать', 'далёкий']",фильм очень начало плохой сюжет плохой игра актёр концовка хороший игра актёр понятно концовка режисёр давать зритель пофантазировать далёкий,195,184,19
"Такое впечатление, что фильм этот создавался исключительно для Анжелины Джоли. В нём прямо вся её позиция по отношению к детям и благотворительности. Фильм хороший и жалостливый, без сомнений, однако слишком уж попахивает госзаказом.",такое впечатление что фильм этот создавался исключительно для анжелины джоли в нём прямо вся её позиция по отношению к детям и благотворительности фильм хороший и жалостливый без сомнений однако слишком уж попахивает госзаказом,"['такой', 'впечатление', 'фильм', 'создаваться', 'исключительно', 'анжелин', 'джоля', 'он', 'прямо', 'весь', 'её', 'позиция', 'отношение', 'ребёнок', 'благотворительность', 'фильм', 'хороший', 'жалостливый', 'сомнение', 'однако', 'слишком', 'попахивать', 'госзаказ']",такой впечатление фильм создаваться исключительно анжелин джоля он прямо весь её позиция отношение ребёнок благотворительность фильм хороший жалостливый сомнение однако слишком попахивать госзаказ,233,227,23
"Можно разок посмотреть, но вряд ли больше - простенько всё слишком. Хотя диалоги местами удачные получились: конь и крыса свое дело сделали. А так, даже эмоций каких-то особых нет. С глаз долой - из сердца вон. Посмотрел и забыл. 

",можно разок посмотреть но вряд ли больше простенько всё слишком хотя диалоги местами удачные получились конь и крыса свое дело сделали а так даже эмоций каких то особых нет с глаз долой из сердца вон посмотрел и забыл,"['разок', 'посмотреть', 'вряд', 'простенько', 'всё', 'слишком', 'хотя', 'диалог', 'место', 'удачный', 'получиться', 'конь', 'крыса', 'свой', 'дело', 'сделать', 'эмоция', 'какой', 'особый', 'глаз', 'долой', 'сердце', 'вон', 'посмотреть', 'забыть']",разок посмотреть вряд простенько всё слишком хотя диалог место удачный получиться конь крыса свой дело сделать эмоция какой особый глаз долой сердце вон посмотреть забыть,232,217,25
"Обожаю этот фильм. Полежит регулярному пересмотру для поднятия настроения и отрыва от реальности. Великолепная постановка, отличные актеры. Полумульт, полуфильм, полусказка. Наивно? Да, зато как красиво.",обожаю этот фильм полежит регулярному пересмотру для поднятия настроения и отрыва от реальности великолепная постановка отличные актеры полумульт полуфильм полусказка наивно да зато как красиво,"['обожать', 'фильм', 'полежать', 'регулярный', 'пересмотр', 'поднятие', 'настроение', 'отрыв', 'реальность', 'великолепный', 'постановка', 'отличный', 'актёр', 'полумульт', 'полуфильм', 'полусказка', 'наивно', 'зато', 'красиво']",обожать фильм полежать регулярный пересмотр поднятие настроение отрыв реальность великолепный постановка отличный актёр полумульт полуфильм полусказка наивно зато красиво,203,193,19
Все вторично и  предсказуемо. Рекомендовано к просмотру узкоспециализированным любителям вампиров.,все вторично и предсказуемо рекомендовано к просмотру узкоспециализированным любителям вампиров,"['вторично', 'предсказуемый', 'рекомендовать', 'просмотр', 'узкоспециализированный', 'любитель', 'вампир']",вторично предсказуемый рекомендовать просмотр узкоспециализированный любитель вампир,98,95,7
"Неплохой фильм с таким небольшим бюджетом. Довольно интересный, есть несколько резких моментов, чтобы вздрогнуть. Только вот единственное непонятно: откуда взялся этот Рикер? ",неплохой фильм с таким небольшим бюджетом довольно интересный есть несколько резких моментов чтобы вздрогнуть только вот единственное непонятно откуда взялся этот рикер,"['неплохой', 'фильм', 'такой', 'небольшой', 'бюджет', 'довольно', 'интересный', 'несколько', 'резкий', 'момент', 'вздрогнуть', 'единственный', 'непонятно', 'откуда', 'взяться', 'рикер']",неплохой фильм такой небольшой бюджет довольно интересный несколько резкий момент вздрогнуть единственный непонятно откуда взяться рикер,175,168,16
"Это фильм - имитация.

Рассказывает, о двух кинематографах, которые решили доказать, что реклама способна сделать очень много.

Фильм о том, как эти два режиссера, развернули шикарную рекламную кампанию  несуществующего супермаркета под названием Чешская мечта.

Идея фильма интересная, но не доработан сценарий.

",это фильм имитация рассказывает о двух кинематографах которые решили доказать что реклама способна сделать очень много фильм о том как эти два режиссера развернули шикарную рекламную кампанию несуществующего супермаркета под названием чешская мечта идея фильма интересная но не доработан сценарий,"['фильм', 'имитация', 'рассказывать', 'два', 'кинематограф', 'который', 'решить', 'доказать', 'реклама', 'способный', 'сделать', 'очень', 'фильм', 'режиссёр', 'развернуть', 'шикарный', 'рекламный', 'кампания', 'несуществующий', 'супермаркет', 'название', 'чешский', 'мечта', 'идея', 'фильм', 'интересный', 'доработать', 'сценарий']",фильм имитация рассказывать два кинематограф который решить доказать реклама способный сделать очень фильм режиссёр развернуть шикарный рекламный кампания несуществующий супермаркет название чешский мечта идея фильм интересный доработать сценарий,314,296,28
"Очередной штамп американских фильмов ужасов. Хотелось выключить после 20 минут просмотра, ели-ли досмотрел фильм до конца. Не знаю каким образом фильм собрал столько денег.",очередной штамп американских фильмов ужасов хотелось выключить после минут просмотра ели ли досмотрел фильм до конца не знаю каким образом фильм собрал столько денег,"['очередной', 'штамп', 'американский', 'фильм', 'ужас', 'хотеться', 'выключить', 'минута', 'просмотр', 'есть', 'досмотреть', 'фильм', 'конец', 'знать', 'какой', 'образ', 'фильм', 'собрать', 'столько', 'деньга']",очередной штамп американский фильм ужас хотеться выключить минута просмотр есть досмотреть фильм конец знать какой образ фильм собрать столько деньга,172,165,20
"Потрясающий фильм! Невозможно сказать чем. Вроде бы история простая до банальности и сюжет предсказуем, но оторваться от просмотра невозможно. Просто погружаешься в атмосферу этого фильма и наслаждаешься светлой скандинавской грустью.

",потрясающий фильм невозможно сказать чем вроде бы история простая до банальности и сюжет предсказуем но оторваться от просмотра невозможно просто погружаешься в атмосферу этого фильма и наслаждаешься светлой скандинавской грустью,"['потрясать', 'фильм', 'невозможно', 'сказать', 'вроде', 'история', 'простой', 'банальность', 'сюжет', 'предсказуемый', 'оторваться', 'просмотр', 'невозможно', 'просто', 'погружаться', 'атмосфера', 'фильм', 'наслаждаться', 'светлый', 'скандинавский', 'грусть']",потрясать фильм невозможно сказать вроде история простой банальность сюжет предсказуемый оторваться просмотр невозможно просто погружаться атмосфера фильм наслаждаться светлый скандинавский грусть,236,229,21
"Замечательный фильм, наполненный музыкой, любовью и переживаниями. Мишель Пфайфер и Максвелл Колфилд сыграли просто замечательно. К сожалению, этот фильм довольно старый и его не везде можно найти. Но можно. Всем советую посмотреть! Не пожалеете! 

Моя оценка 1!",замечательный фильм наполненный музыкой любовью и переживаниями мишель пфайфер и максвелл колфилд сыграли просто замечательно к сожалению этот фильм довольно старый и его не везде можно найти но можно всем советую посмотреть не пожалеете моя оценка,"['замечательный', 'фильм', 'наполнить', 'музыка', 'любовь', 'переживание', 'мишель', 'пфайфер', 'максвелл', 'колфилд', 'сыграть', 'просто', 'замечательный', 'сожаление', 'фильм', 'довольно', 'старый', 'везде', 'найти', 'весь', 'советовать', 'посмотреть', 'пожалеть', 'оценка']",замечательный фильм наполнить музыка любовь переживание мишель пфайфер максвелл колфилд сыграть просто замечательный сожаление фильм довольно старый везде найти весь советовать посмотреть пожалеть оценка,262,248,24
"Сильный социальный фильм, на тематику, взятую из реальных и правдоподобных моментов из жизни. Чудный и странный фильм, после просмотра просто просится сказать: - Дайте «Оскар» за лучший фильм года…

Фильм нужно понять. Скорее для размышления чем для просмотра.",сильный социальный фильм на тематику взятую из реальных и правдоподобных моментов из жизни чудный и странный фильм после просмотра просто просится сказать дайте оскар за лучший фильм года фильм нужно понять скорее для размышления чем для просмотра,"['сильный', 'социальный', 'фильм', 'тематика', 'взять', 'реальный', 'правдоподобный', 'момент', 'жизнь', 'чудный', 'странный', 'фильм', 'просмотр', 'просто', 'проситься', 'сказать', 'дать', 'оскар', 'хороший', 'фильм', 'год', 'фильм', 'нужно', 'понять', 'скорее', 'размышление', 'просмотр']",сильный социальный фильм тематика взять реальный правдоподобный момент жизнь чудный странный фильм просмотр просто проситься сказать дать оскар хороший фильм год фильм нужно понять скорее размышление просмотр,260,247,27
"Весёлый, добрый и замечательный фильм. Песни в фильме - обалдеть (хоть и никогда Антоновым не интересовалась)! Тем, кто его ещё не смотрел, советую посмотреть.",весёлый добрый и замечательный фильм песни в фильме обалдеть хоть и никогда антоновым не интересовалась тем кто его ещё не смотрел советую посмотреть,"['весёлый', 'добрый', 'замечательный', 'фильм', 'песня', 'фильм', 'обалдеть', 'антонов', 'интересоваться', 'ещё', 'смотреть', 'советовать', 'посмотреть']",весёлый добрый замечательный фильм песня фильм обалдеть антонов интересоваться ещё смотреть советовать посмотреть,159,149,13
"Абсолютно не уловил смысла, который пытались передать создатели этого фильма. Да, все снято качественно, красиво, но какой смысл показан в это фильме? Красиво запутанная история, «плагиат» «Столкновения»? Нет, не думаю. Просто создали фильм, который ничего в себе не несет.

",абсолютно не уловил смысла который пытались передать создатели этого фильма да все снято качественно красиво но какой смысл показан в это фильме красиво запутанная история плагиат столкновения нет не думаю просто создали фильм который ничего в себе не несет,"['абсолютно', 'уловить', 'смысл', 'пытаться', 'передать', 'создатель', 'фильм', 'снятой', 'качественно', 'красиво', 'смысл', 'показать', 'фильм', 'красиво', 'запутать', 'история', 'плагиат', 'столкновение', 'думать', 'просто', 'создать', 'фильм', 'нести']",абсолютно уловить смысл пытаться передать создатель фильм снятой качественно красиво смысл показать фильм красиво запутать история плагиат столкновение думать просто создать фильм нести,275,257,23
"Обожаю Хауэра, но Джейк Бьюзи мне понравился гораздо больше. Харизматичен, динамичен и изворотлив. Настоящий злодей - циничный и двуличный. Игра Кэри Вюрер также замечательна. Недавно пересмотрел и первый и второй фильмы. Первый мне показался скучноватым.

",обожаю хауэра но джейк бьюзи мне понравился гораздо больше харизматичен динамичен и изворотлив настоящий злодей циничный и двуличный игра кэри вюрер также замечательна недавно пересмотрел и первый и второй фильмы первый мне показался скучноватым,"['обожать', 'хауэра', 'джейк', 'бьюзи', 'понравиться', 'гораздо', 'харизматичный', 'динамичный', 'изворотливый', 'настоящий', 'злодей', 'циничный', 'двуличный', 'игра', 'кэри', 'вюрер', 'также', 'замечательный', 'недавно', 'пересмотреть', 'первый', 'второй', 'фильм', 'первый', 'показаться', 'скучноватый']",обожать хауэра джейк бьюзи понравиться гораздо харизматичный динамичный изворотливый настоящий злодей циничный двуличный игра кэри вюрер также замечательный недавно пересмотреть первый второй фильм первый показаться скучноватый,257,245,26
"На мой взгляд, этот фильм лучшая работа Ромеро, после 'Рассвета мертвецов'. В этом фильме, Ромеро достиг апогея своего таланта. Сравните, например, его фильм 'Рассвет мертвецов' (1985 года) и 'Землю...'. Разница огромная. 

Поэтому 1!",на мой взгляд этот фильм лучшая работа ромеро после рассвета мертвецов в этом фильме ромеро достиг апогея своего таланта сравните например его фильм рассвет мертвецов года и землю разница огромная поэтому,"['взгляд', 'фильм', 'хороший', 'работа', 'ромеро', 'рассвет', 'мертвец', 'фильм', 'ромеро', 'достигнуть', 'апогей', 'свой', 'талант', 'сравнить', 'например', 'фильм', 'рассвет', 'мертвец', 'год', 'земля', 'разница', 'огромный', 'поэтому']",взгляд фильм хороший работа ромеро рассвет мертвец фильм ромеро достигнуть апогей свой талант сравнить например фильм рассвет мертвец год земля разница огромный поэтому,234,204,23
"Считал Джексона серьезным актером, а после просмотра фильма, создалось впечатление будто он сценарии не читает. Нет, определенно, такой фильм не его уровня. Стоит пересмотреть ваши вкусы, мистер Джексон.

В целом, слабенький фильм. Комедия с парой-троек шуток.

",считал джексона серьезным актером а после просмотра фильма создалось впечатление будто он сценарии не читает нет определенно такой фильм не его уровня стоит пересмотреть ваши вкусы мистер джексон в целом слабенький фильм комедия с парой троек шуток,"['считать', 'джексон', 'серьёзный', 'актёр', 'просмотр', 'фильм', 'создаться', 'впечатление', 'сценарий', 'читать', 'определённо', 'фильм', 'уровень', 'стоить', 'пересмотреть', 'ваш', 'вкус', 'мистер', 'джексон', 'целое', 'слабенький', 'фильм', 'комедия', 'пара', 'тройка', 'шутка']",считать джексон серьёзный актёр просмотр фильм создаться впечатление сценарий читать определённо фильм уровень стоить пересмотреть ваш вкус мистер джексон целое слабенький фильм комедия пара тройка шутка,262,248,26
"Ничем не привлекательный, обычный, стандартный диснеевский мультик.
Юмора практически нет. Такой мультик смотришь и на следующий день забываешь.

Взрослым, наверно, смотреть будет не интересно.

",ничем не привлекательный обычный стандартный диснеевский мультик юмора практически нет такой мультик смотришь и на следующий день забываешь взрослым наверно смотреть будет не интересно,"['ничто', 'привлекательный', 'обычный', 'стандартный', 'диснеевский', 'мультик', 'юмор', 'практически', 'мультик', 'смотреть', 'следующий', 'день', 'забывать', 'взрослый', 'наверно', 'смотреть', 'интересно']",ничто привлекательный обычный стандартный диснеевский мультик юмор практически мультик смотреть следующий день забывать взрослый наверно смотреть интересно,195,184,17
"Мой любимый мультик с самого детства. Такой красочный, такой милый. Очень его люблю. Красивая история любиви Жасмин и Аладдина. Ох, просто слов нет.

1",мой любимый мультик с самого детства такой красочный такой милый очень его люблю красивая история любиви жасмин и аладдина ох просто слов нет,"['любимый', 'мультик', 'сам', 'детство', 'красочный', 'милый', 'очень', 'любить', 'красивый', 'история', 'любивить', 'жасмина', 'аладдин', 'ох', 'просто', 'слово']",любимый мультик сам детство красочный милый очень любить красивый история любивить жасмина аладдин ох просто слово,151,141,16
"Несмотря на то, что уж очень избитый сюжет, фильм смотрится на одном дыхании, автор постоянно на грани перебора, и от этого ещё интереснее, хотя людям с больной психикой не рекомендую. 

Словом, Норвегия удивила!",несмотря на то что уж очень избитый сюжет фильм смотрится на одном дыхании автор постоянно на грани перебора и от этого ещё интереснее хотя людям с больной психикой не рекомендую словом норвегия удивила,"['несмотря', 'очень', 'избитый', 'сюжет', 'фильм', 'смотреться', 'один', 'дыхание', 'автор', 'постоянно', 'грань', 'перебор', 'ещё', 'интересный', 'хотя', 'человек', 'больной', 'психика', 'рекомендовать', 'слово', 'норвегия', 'удивить']",несмотря очень избитый сюжет фильм смотреться один дыхание автор постоянно грань перебор ещё интересный хотя человек больной психика рекомендовать слово норвегия удивить,212,202,22
"Не ожидал такого фильма. Просто класс, Джеки в несвойственной ему манере, вышло не плохо. Может быть ему не идут такие роли, но я считаю, что он с ней справился. Вообщем ставлю 9 баллов.",не ожидал такого фильма просто класс джеки в несвойственной ему манере вышло не плохо может быть ему не идут такие роли но я считаю что он с ней справился вообщем ставлю баллов,"['ожидать', 'такой', 'фильм', 'просто', 'класс', 'джеки', 'несвойственный', 'манера', 'выйти', 'плохо', 'идти', 'такой', 'роль', 'считать', 'справиться', 'вообщий', 'ставить', 'балл']",ожидать такой фильм просто класс джеки несвойственный манера выйти плохо идти такой роль считать справиться вообщий ставить балл,186,176,18
"Сюжет сделанный в лучших традициях дзена, когда человек остается верен себе и своим чувствам, не подчиняясь ничему враждебному ему, очень тонко прописан сюжет с точки зрения воспитания и переселения душ матери и ребенка.",сюжет сделанный в лучших традициях дзена когда человек остается верен себе и своим чувствам не подчиняясь ничему враждебному ему очень тонко прописан сюжет с точки зрения воспитания и переселения душ матери и ребенка,"['сюжет', 'сделать', 'хороший', 'традиция', 'дзен', 'человек', 'оставаться', 'верный', 'свой', 'чувство', 'подчиняться', 'ничто', 'враждебный', 'очень', 'тонко', 'прописать', 'сюжет', 'точка', 'зрение', 'воспитание', 'переселение', 'душа', 'мать', 'ребёнок']",сюжет сделать хороший традиция дзен человек оставаться верный свой чувство подчиняться ничто враждебный очень тонко прописать сюжет точка зрение воспитание переселение душа мать ребёнок,220,216,24
"Очень зрелищный и красивый фильм! Почти всё время держит в напряжении, и к тому же в фильме очень хороший актёрский состав.

",очень зрелищный и красивый фильм почти всё время держит в напряжении и к тому же в фильме очень хороший актёрский состав,"['очень', 'зрелищный', 'красивый', 'фильм', 'всё', 'время', 'держать', 'напряжение', 'тот', 'фильм', 'очень', 'хороший', 'актёрский', 'состав']",очень зрелищный красивый фильм всё время держать напряжение тот фильм очень хороший актёрский состав,125,120,14
"Хорошее кино в жанре триллер, безумно ждала его выхода в кинотеатрах из-за Аль Пачино и Колина Фаррела, не разочаровалась + ещё купила его себе на кассете, поэтому часто пересматриваю и получаю удовольствие от игры актёров и от сюжета!

1",хорошее кино в жанре триллер безумно ждала его выхода в кинотеатрах из за аль пачино и колина фаррела не разочаровалась ещё купила его себе на кассете поэтому часто пересматриваю и получаю удовольствие от игры актёров и от сюжета,"['хороший', 'кино', 'жанр', 'триллер', 'безумно', 'ждать', 'выход', 'кинотеатр', 'аль', 'пачиный', 'колин', 'фарресть', 'разочароваться', 'ещё', 'купить', 'кассета', 'поэтому', 'часто', 'пересматривать', 'получать', 'удовольствие', 'игра', 'актёр', 'сюжет']",хороший кино жанр триллер безумно ждать выход кинотеатр аль пачиный колин фарресть разочароваться ещё купить кассета поэтому часто пересматривать получать удовольствие игра актёр сюжет,238,229,24
"Замечательный фильм! Майкл Ангарано просто неподражаем! Очень понравилось, много положительных эмоций!",замечательный фильм майкл ангарано просто неподражаем очень понравилось много положительных эмоций,"['замечательный', 'фильм', 'майкл', 'ангарано', 'просто', 'неподражаемый', 'очень', 'понравиться', 'положительный', 'эмоция']",замечательный фильм майкл ангарано просто неподражаемый очень понравиться положительный эмоция,102,98,10
"Наискучнейший фильм! Я наверное раз 10 засыпала и просыпалась во время просмотра этого фильма. Ничего захватывающего я не увидела. Жаль.

",наискучнейший фильм я наверное раз засыпала и просыпалась во время просмотра этого фильма ничего захватывающего я не увидела жаль,"['скучный', 'фильм', 'наверное', 'засыпать', 'просыпаться', 'время', 'просмотр', 'фильм', 'захватывать', 'увидеть', 'жаль']",скучный фильм наверное засыпать просыпаться время просмотр фильм захватывать увидеть жаль,138,129,11
"Что дальше? Теперь ждем картину про то, как бравые американские солдаты берут Рейхстаг, и параллельно спасают немецких девушек от изнасилования русским солдатом. 

Надоела эта чернуха, с плохими диалогами и штампованными эффектами… Скучно…",что дальше теперь ждем картину про то как бравые американские солдаты берут рейхстаг и параллельно спасают немецких девушек от изнасилования русским солдатом надоела эта чернуха с плохими диалогами и штампованными эффектами скучно,"['далёкий', 'ждать', 'картина', 'бравый', 'американский', 'солдат', 'брать', 'рейхстаг', 'параллельно', 'спасать', 'немецкий', 'девушка', 'изнасилование', 'русский', 'солдат', 'надоесть', 'этот', 'чернуха', 'плохой', 'диалог', 'штамповать', 'эффект', 'скучно']",далёкий ждать картина бравый американский солдат брать рейхстаг параллельно спасать немецкий девушка изнасилование русский солдат надоесть этот чернуха плохой диалог штамповать эффект скучно,239,230,23
"Великолепный чувственный фильм. Сказка, от которой приятно становится и после просмотра долго ходишь с искренней улыбкой на лице.",великолепный чувственный фильм сказка от которой приятно становится и после просмотра долго ходишь с искренней улыбкой на лице,"['великолепный', 'чувственный', 'фильм', 'сказка', 'который', 'приятно', 'становиться', 'просмотр', 'долго', 'ходить', 'искренний', 'улыбка', 'лицо']",великолепный чувственный фильм сказка который приятно становиться просмотр долго ходить искренний улыбка лицо,129,126,13
